Datetime,Open,High,Low,Close,Adj Close,Volume
2023-04-10 09:30:00-04:00,161.4199981689453,162.0,161.3699951171875,161.7677001953125,161.7677001953125,2390815
2023-04-10 09:31:00-04:00,161.76919555664062,161.80999755859375,161.5800018310547,161.69000244140625,161.69000244140625,241318
2023-04-10 09:32:00-04:00,161.70989990234375,161.77999877929688,161.55999755859375,161.58009338378906,161.58009338378906,288138
2023-04-10 09:33:00-04:00,161.58990478515625,161.86000061035156,161.3800048828125,161.58990478515625,161.58990478515625,324481
2023-04-10 09:34:00-04:00,161.5800018310547,161.77999877929688,161.3800048828125,161.52999877929688,161.52999877929688,274833
2023-04-10 09:35:00-04:00,161.52999877929688,161.6300048828125,161.11000061035156,161.1199951171875,161.1199951171875,364034
2023-04-10 09:36:00-04:00,161.11000061035156,161.13999938964844,160.9199981689453,161.13999938964844,161.13999938964844,446712
2023-04-10 09:37:00-04:00,161.13999938964844,161.27000427246094,161.0800018310547,161.1649932861328,161.1649932861328,311139
2023-04-10 09:38:00-04:00,161.1649932861328,161.16990661621094,160.8300018310547,160.9199981689453,160.9199981689453,350091
2023-04-10 09:39:00-04:00,160.91000366210938,161.27000427246094,160.8831024169922,161.16000366210938,161.16000366210938,283011
2023-04-10 09:40:00-04:00,161.17999267578125,161.19000244140625,160.9199981689453,161.02999877929688,161.02999877929688,234889
2023-04-10 09:41:00-04:00,161.02999877929688,161.08999633789062,160.83999633789062,160.94000244140625,160.94000244140625,263687
2023-04-10 09:42:00-04:00,160.9550018310547,161.1699981689453,160.86880493164062,160.9499969482422,160.9499969482422,329289
2023-04-10 09:43:00-04:00,160.94000244140625,161.07000732421875,160.8699951171875,160.875,160.875,212856
2023-04-10 09:44:00-04:00,160.87669372558594,160.9210968017578,160.6699981689453,160.8800048828125,160.8800048828125,301742
2023-04-10 09:45:00-04:00,160.88999938964844,160.89999389648438,160.7050018310547,160.79429626464844,160.79429626464844,281507
2023-04-10 09:46:00-04:00,160.8090057373047,160.8292999267578,160.39999389648438,160.51119995117188,160.51119995117188,373806
2023-04-10 09:47:00-04:00,160.50999450683594,160.6199951171875,160.46009826660156,160.47999572753906,160.47999572753906,222397
2023-04-10 09:48:00-04:00,160.48500061035156,160.52999877929688,160.36000061035156,160.39999389648438,160.39999389648438,306132
2023-04-10 09:49:00-04:00,160.4066925048828,160.50999450683594,160.22000122070312,160.27999877929688,160.27999877929688,265723
2023-04-10 09:50:00-04:00,160.27499389648438,160.38999938964844,160.22999572753906,160.27999877929688,160.27999877929688,292282
2023-04-10 09:51:00-04:00,160.27000427246094,160.35000610351562,160.1699981689453,160.28900146484375,160.28900146484375,421550
2023-04-10 09:52:00-04:00,160.27999877929688,160.30999755859375,160.0800018310547,160.14999389648438,160.14999389648438,364355
2023-04-10 09:53:00-04:00,160.1511993408203,160.4499969482422,160.13499450683594,160.4300994873047,160.4300994873047,251030
2023-04-10 09:54:00-04:00,160.4375,160.49070739746094,160.36000061035156,160.49070739746094,160.49070739746094,233556
2023-04-10 09:55:00-04:00,160.49000549316406,160.6699981689453,160.44000244140625,160.52999877929688,160.52999877929688,283811
2023-04-10 09:56:00-04:00,160.52999877929688,160.6699981689453,160.50999450683594,160.60000610351562,160.60000610351562,183280
2023-04-10 09:57:00-04:00,160.58999633789062,160.6199951171875,160.3800048828125,160.49000549316406,160.49000549316406,240435
2023-04-10 09:58:00-04:00,160.49000549316406,160.50999450683594,160.3800048828125,160.3800048828125,160.3800048828125,146794
2023-04-10 09:59:00-04:00,160.38999938964844,160.50999450683594,160.36000061035156,160.47120666503906,160.47120666503906,173419
2023-04-10 10:00:00-04:00,160.47000122070312,160.47000122070312,160.1999969482422,160.1999969482422,160.1999969482422,226486
2023-04-10 10:01:00-04:00,160.19000244140625,160.35000610351562,160.18499755859375,160.2899932861328,160.2899932861328,160807
2023-04-10 10:02:00-04:00,160.2899932861328,160.43800354003906,160.27999877929688,160.43499755859375,160.43499755859375,147603
2023-04-10 10:03:00-04:00,160.44000244140625,160.47999572753906,160.3135986328125,160.34500122070312,160.34500122070312,137797
2023-04-10 10:04:00-04:00,160.33999633789062,160.55999755859375,160.33999633789062,160.54989624023438,160.54989624023438,128793
2023-04-10 10:05:00-04:00,160.5500030517578,160.6300048828125,160.52000427246094,160.53500366210938,160.53500366210938,152150
2023-04-10 10:06:00-04:00,160.52999877929688,160.52999877929688,160.27999877929688,160.4499969482422,160.4499969482422,208362
2023-04-10 10:07:00-04:00,160.4499969482422,160.59500122070312,160.44940185546875,160.46009826660156,160.46009826660156,112674
2023-04-10 10:08:00-04:00,160.4600067138672,160.52000427246094,160.38999938964844,160.4499969482422,160.4499969482422,118644
2023-04-10 10:09:00-04:00,160.4600067138672,160.47000122070312,160.3000030517578,160.375,160.375,169040
2023-04-10 10:10:00-04:00,160.375,160.50999450683594,160.3699951171875,160.5,160.5,127620
2023-04-10 10:11:00-04:00,160.5,160.58999633789062,160.5,160.5800018310547,160.5800018310547,161965
2023-04-10 10:12:00-04:00,160.5850067138672,160.7100067138672,160.55999755859375,160.67999267578125,160.67999267578125,175844
2023-04-10 10:13:00-04:00,160.6750030517578,160.67999267578125,160.58999633789062,160.6300048828125,160.6300048828125,145303
2023-04-10 10:14:00-04:00,160.6300048828125,160.72999572753906,160.47000122070312,160.49000549316406,160.49000549316406,199154
2023-04-10 10:15:00-04:00,160.4822998046875,160.6699981689453,160.4822998046875,160.5449981689453,160.5449981689453,126718
2023-04-10 10:16:00-04:00,160.5399932861328,160.5688018798828,160.44000244140625,160.5469970703125,160.5469970703125,374029
2023-04-10 10:17:00-04:00,160.54510498046875,160.6199951171875,160.4600067138672,160.55999755859375,160.55999755859375,113478
2023-04-10 10:18:00-04:00,160.56500244140625,160.67999267578125,160.5,160.5,160.5,131253
2023-04-10 10:19:00-04:00,160.5,160.5050048828125,160.35000610351562,160.3800048828125,160.3800048828125,0
2023-04-10 10:20:00-04:00,160.3800048828125,160.48500061035156,160.2550048828125,160.27000427246094,160.27000427246094,157629
2023-04-10 10:21:00-04:00,160.26499938964844,160.3000030517578,160.19970703125,160.27999877929688,160.27999877929688,191872
2023-04-10 10:22:00-04:00,160.27499389648438,160.4550018310547,160.25999450683594,160.42999267578125,160.42999267578125,127708
2023-04-10 10:23:00-04:00,160.4499969482422,160.52499389648438,160.39999389648438,160.44000244140625,160.44000244140625,100378
2023-04-10 10:24:00-04:00,160.44000244140625,160.51980590820312,160.41000366210938,160.5,160.5,83230
2023-04-10 10:25:00-04:00,160.5,160.59829711914062,160.47000122070312,160.5449981689453,160.5449981689453,112023
2023-04-10 10:26:00-04:00,160.5399932861328,160.5749969482422,160.35000610351562,160.4199981689453,160.4199981689453,112719
2023-04-10 10:27:00-04:00,160.39999389648438,160.46499633789062,160.3699951171875,160.44500732421875,160.44500732421875,78680
2023-04-10 10:28:00-04:00,160.44000244140625,160.44000244140625,160.14999389648438,160.1820068359375,160.1820068359375,192768
2023-04-10 10:29:00-04:00,160.17999267578125,160.21499633789062,160.09100341796875,160.15499877929688,160.15499877929688,149128
2023-04-10 10:30:00-04:00,160.16000366210938,160.3350067138672,160.14500427246094,160.3300018310547,160.3300018310547,140458
2023-04-10 10:31:00-04:00,160.3300018310547,160.4199981689453,160.3300018310547,160.343994140625,160.343994140625,126814
2023-04-10 10:32:00-04:00,160.33999633789062,160.44000244140625,160.30430603027344,160.30999755859375,160.30999755859375,135239
2023-04-10 10:33:00-04:00,160.3000030517578,160.3699951171875,160.27020263671875,160.3350067138672,160.3350067138672,68317
2023-04-10 10:34:00-04:00,160.38999938964844,160.38999938964844,160.38999938964844,160.38999938964844,160.38999938964844,0
